País de residencia;Total Nacional y CCAA;Tipo de dato;Gastos y duración media de los viajes;Periodo;Total
Países Nórdicos;Total;Dato base;Duración media de los viajes;2017;8,62
Países Nórdicos;Total;Dato base;Duración media de los viajes;2016;8,7
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2023;17,41
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2022;142,71
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2021;63,14
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2020;-77,82
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2019;-4,18
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2018;1,03
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2017;16,43
Países Nórdicos;Total;Tasa de variación anual;Gasto total;2016;7,84
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2023;5,06
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2022;4,05
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2021;4,23
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2020;4,38
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2019;0,55
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2018;1,43
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2017;2,5
Países Nórdicos;Total;Tasa de variación anual;Gasto medio por persona;2016;-2,87
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2023;9,22
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2022;11,44
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2021;-4,27
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2020;-5,76
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2019;4,07
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2018;2,43
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2017;3,4
Países Nórdicos;Total;Tasa de variación anual;Gasto medio diario por persona;2016;1,68
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2023;-3,81
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2022;-6,63
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2021;8,87
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2020;10,76
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2019;-3,38
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2018;-0,98
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2017;-0,88
Países Nórdicos;Total;Tasa de variación anual;Duración media de los viajes;2016;-4,47
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2023;1.800,97
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2022;1.344,13
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2021;600,3
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2020;315,42
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2019;1.463,14
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2018;1.579,78
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2017;1.578,32
Países Nórdicos;01 Andalucía;Dato base;Gasto total;2016;1.138,23
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2023;1.537
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2022;1.386
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2021;1.262
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2020;1.238
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2019;1.168
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2018;1.242
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2017;1.281
Países Nórdicos;01 Andalucía;Dato base;Gasto medio por persona;2016;1.217
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2023;153
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2022;126
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2021;117
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2020;116
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2019;124
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2018;126
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2017;120
Países Nórdicos;01 Andalucía;Dato base;Gasto medio diario por persona;2016;112
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2023;10,05
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2022;10,98
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2021;10,75
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2020;10,68
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2019;9,4
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2018;9,82
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2017;10,67
Países Nórdicos;01 Andalucía;Dato base;Duración media de los viajes;2016;10,85
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2023;33,99
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2022;123,91
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2021;90,32
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2020;-78,44
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2019;-7,38
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2018;0,09
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2017;38,66
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto total;2016;-2,95
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2023;10,89
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2022;9,84
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2021;1,92
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2020;6,04
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2019;-5,99
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2018;-3,02
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2017;5,28
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio por persona;2016;-5,84
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2023;21,24
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2022;7,54
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2021;1,24
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2020;-6,66
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2019;-1,78
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2018;5,38
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2017;7,04
Países Nórdicos;01 Andalucía;Tasa de variación anual;Gasto medio diario por persona;2016;1,94
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2023;-8,53
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2022;2,14
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2021;0,66
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2020;13,61
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2019;-4,29
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2018;-7,97
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2017;-1,64
Países Nórdicos;01 Andalucía;Tasa de variación anual;Duración media de los viajes;2016;-7,64
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2023;796,83
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2022;794,42
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2021;407,02
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2020;81,34
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2019;944,93
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2018;1.157,9
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2017;1.197,43
Países Nórdicos;04 Balears, Illes;Dato base;Gasto total;2016;935,72
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2023;1.374
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2022;1.312
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2021;1.289
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2020;1.258
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2019;1.214
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2018;1.187
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2017;1.194
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio por persona;2016;1.147
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2023;198
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2022;178
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2021;169
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2020;146
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2019;170
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2018;167
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2017;165
Países Nórdicos;04 Balears, Illes;Dato base;Gasto medio diario por persona;2016;154
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2023;6,93
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2022;7,39
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2021;7,61
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2020;8,65
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2019;7,14
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2018;7,12
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2017;7,26
Países Nórdicos;04 Balears, Illes;Dato base;Duración media de los viajes;2016;7,44
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2023;0,3
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2022;95,18
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2021;400,42
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2020;-91,39
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2019;-18,39
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2018;-3,3
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2017;27,97
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto total;2016;30,6
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2023;4,67
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2022;1,83
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2021;2,42
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2020;3,7
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2019;2,24
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2018;-0,58
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2017;4,09
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio por persona;2016;-0,3
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2023;11,64
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2022;4,88
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2021;16,35
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2020;-14,35
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2019;1,96
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2018;1,29
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2017;6,73
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Gasto medio diario por persona;2016;5,06
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2023;-6,24
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2022;-2,91
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2021;-11,98
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2020;21,07
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2019;0,28
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2018;-1,85
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2017;-2,47
Países Nórdicos;04 Balears, Illes;Tasa de variación anual;Duración media de los viajes;2016;-5,1
Países Nórdicos;05 Canarias;Dato base;Gasto total;2023;2.053,08
Países Nórdicos;05 Canarias;Dato base;Gasto total;2022;1.530,98
Países Nórdicos;05 Canarias;Dato base;Gasto total;2021;667,69
Países Nórdicos;05 Canarias;Dato base;Gasto total;2020;744,26
Países Nórdicos;05 Canarias;Dato base;Gasto total;2019;2.294,43
Países Nórdicos;05 Canarias;Dato base;Gasto total;2018;2.345,34
Países Nórdicos;05 Canarias;Dato base;Gasto total;2017;2.248,03
Países Nórdicos;05 Canarias;Dato base;Gasto total;2016;2.093,81
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2023;1.570
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2022;1.479
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2021;1.443
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2020;1.345
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2019;1.377
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2018;1.350
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2017;1.316
Países Nórdicos;05 Canarias;Dato base;Gasto medio por persona;2016;1.267
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2023;175
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2022;166
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2021;158
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2020;166
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2019;164
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2018;159
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2017;153
Países Nórdicos;05 Canarias;Dato base;Gasto medio diario por persona;2016;151
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2023;8,97
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2022;8,89
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2021;9,12
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2020;8,09
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2019;8,38
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2018;8,48
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2017;8,57
Países Nórdicos;05 Canarias;Dato base;Duración media de los viajes;2016;8,38
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2023;34,1
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2022;129,3
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2021;-10,29
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2020;-67,56
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2019;-2,17
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2018;4,33
Países Nórdicos;05 Canarias;Tasa de variación anual;Gasto total;2017;7,37
